,x,y,cam
999,75776,46080,0.20474544
1000,58368,27648,0.25237295
1001,50176,28672,0.2522192
1002,29696,51200,0.21069825
1003,32768,38912,0.24179876
1004,36864,18432,0.25904855
1005,31744,59392,0.26486978
1006,40960,34816,0.11173914
1007,41984,22528,0.21709335
1008,22528,31744,0.2170875
1009,53248,37888,0.24761055
1010,46080,27648,0.11619902
1011,43008,39936,0.3275392
1012,43008,46080,0.21754523
1013,43008,11264,0.3124958
1014,43008,33792,0.15728854
1015,43008,36864,0.31259593
1016,53248,60416,0.28185233
1017,50176,39936,0.2735876
1018,53248,34816,0.19975941
1019,56320,15360,0.28480235
1020,32768,60416,0.2785924
1021,56320,52224,0.24572113
1022,26624,46080,0.18773125
1023,80896,49152,0.03445513
1024,26624,33792,0.22173372
1025,46080,14336,0.2604955
1026,78848,33792,0.2659874
1027,31744,50176,0.21787174
1028,29696,37888,0.24587837
1029,61440,53248,0.23353861
1030,48128,36864,0.12089435
1031,43008,59392,0.280367
1032,50176,61440,0.20597832
1033,91136,40960,0.22862831
1034,36864,60416,0.2055066
1035,24576,52224,0.2596553
1036,78848,53248,0.034409937
1037,53248,20480,0.23911886
1038,35840,18432,0.26498985
1039,49152,65536,0.20126863
1040,60416,22528,0.21840464
1041,56320,28672,0.24074169
1042,30720,29696,0.16555308
1043,32768,32768,0.2099831
1044,25600,49152,0.23467958
1045,30720,33792,0.20421182
1046,77824,41984,0.22109234
1047,38912,25600,0.11224997
1048,71680,54272,0.2611241
1049,32768,35840,0.21185641
1050,38912,32768,0.18989523
1051,29696,45056,0.21708861
1052,25600,14336,0.27030504
1053,78848,35840,0.2633663
1054,55296,61440,0.34961975
1055,19456,34816,0.26208314
1056,70656,45056,0.26428056
1057,70656,49152,0.23613524
1058,49152,19456,0.23524551
1059,40960,28672,0.08540188
1060,35840,20480,0.27136508
1061,28672,17408,0.29500335
1062,41984,60416,0.2800513
1063,24576,39936,0.2971537
1064,52224,61440,0.24040747
1065,56320,22528,0.21419275
1066,66560,54272,0.26942688
1067,21504,17408,0.32788202
1068,27648,31744,0.22971964
1069,56320,53248,0.2849395
1070,47104,48128,0.2373276
1071,31744,18432,0.24910556
1072,25600,17408,0.30902597
1073,84992,32768,0.27305934
1074,52224,23552,0.24905305
1075,34816,61440,0.25765643
1076,78848,55296,0.11161739
1077,50176,43008,0.29251486
1078,60416,18432,0.26660356
1079,58368,51200,0.24840759
1080,35840,13312,0.26068684
1081,51200,29696,0.18716776
1082,55296,36864,0.21998261
1083,46080,21504,0.22039953
1084,14336,38912,0.2090237
1085,86016,54272,0.24848211
1086,34816,34816,0.19593905
1087,51200,66560,0.23943262
1088,45056,31744,0.12592565
1089,29696,28672,0.183969
1090,21504,27648,0.13312063
1091,83968,32768,0.2744343
1092,45056,62464,0.26287663
1093,31744,28672,0.15471284
1094,86016,51200,0.27434495
1095,34816,30720,0.12329482
1096,56320,17408,0.28511372
1097,77824,31744,0.28051576
1098,45056,18432,0.2553379
1099,25600,33792,0.23128918
1100,44032,17408,0.22313774
1101,19456,14336,0.27563596
1102,48128,59392,0.25627258
1103,45056,60416,0.29551533
1104,76800,38912,0.24746786
1105,70656,32768,0.25209054
1106,24576,33792,0.21558331
1107,91136,47104,0.24732828
1108,32768,11264,0.32551435
1109,72704,53248,0.26615128
1110,89088,34816,0.25975403
1111,28672,41984,0.23262763
1112,17408,21504,0.30926916
1113,51200,52224,0.2086658
1114,27648,57344,0.22872113
1115,78848,44032,0.3115078
1116,38912,66560,0.23497222
1117,50176,47104,0.07539385
1118,87040,39936,0.22095752
1119,45056,35840,0.2669189
1120,34816,59392,0.23274656
1121,40960,40960,0.23612499
1122,36864,39936,0.22847247
1123,55296,51200,0.2515559
1124,60416,31744,0.2602976
1125,51200,41984,0.22537568
1126,46080,64512,0.21821482
1127,35840,43008,0.24804464
1128,44032,19456,0.22293685
1129,50176,23552,0.24651487
1130,43008,12288,0.2878939
1131,27648,28672,0.20680277
1132,54272,18432,0.20347016
1133,35840,63488,0.21503711
1134,47104,35840,0.22648795
1135,40960,51200,0.29287675
1136,65536,61440,0.3288552
1137,25600,30720,0.20884772
1138,83968,41984,0.21001069
1139,44032,11264,0.31087893
1140,51200,49152,0.098583095
1141,23552,36864,0.2923033
1142,36864,31744,0.13547705
1143,56320,23552,0.23636143
1144,40960,48128,0.22263947
1145,44032,62464,0.29481193
1146,47104,66560,0.21012416
1147,71680,55296,0.28976962
1148,33792,16384,0.27500576
1149,28672,51200,0.19779418
1150,39936,56320,0.25225052
1151,59392,48128,0.2574781
1152,89088,51200,0.2530987
1153,86016,37888,0.23505779
1154,39936,13312,0.22100838
1155,49152,31744,0.24967292
1156,78848,59392,0.24845982
1157,37888,15360,0.26184154
1158,62464,23552,0.24921428
1159,18432,26624,0.2787933
1160,77824,30720,0.26525366
1161,57344,53248,0.21029034
1162,38912,28672,0.1213398
1163,71680,30720,0.23310947
1164,61440,22528,0.23832941
1165,29696,25600,0.17794266
1166,48128,62464,0.27089712
1167,55296,34816,0.2181535
1168,23552,18432,0.2872012
1169,90112,35840,0.26656246
1170,33792,36864,0.2235571
1171,23552,15360,0.28538042
1172,34816,32768,0.18407899
1173,75776,36864,0.23606782
1174,35840,64512,0.22039263
1175,46080,22528,0.2503395
1176,58368,57344,0.19930123
1177,59392,53248,0.20125793
1178,38912,46080,0.27158698
1179,58368,17408,0.29822525
1180,48128,61440,0.2914575
1181,45056,33792,0.20543137
1182,77824,55296,0.06481673
1183,77824,28672,0.27131936
1184,58368,49152,0.2578201
1185,60416,58368,0.21651228
1186,37888,55296,0.24706529
1187,48128,13312,0.267282
1188,26624,16384,0.2947908
1189,24576,50176,0.27107188
1190,75776,63488,0.2860163
1191,80896,60416,0.2621561
1192,81920,43008,0.11832422
1193,86016,48128,0.23777126
1194,17408,46080,0.2144572
1195,26624,27648,0.13683966
1196,44032,66560,0.22710358
1197,37888,44032,0.23538943
1198,46080,65536,0.21963923
1199,35840,58368,0.26310548
1200,65536,46080,0.25884467
1201,50176,27648,0.25989878
1202,57344,21504,0.25017536
1203,68608,58368,0.32710707
1204,76800,25600,0.25075576
1205,52224,22528,0.24766986
1206,45056,44032,0.23120236
1207,58368,33792,0.22392888
1208,57344,23552,0.2480418
1209,30720,39936,0.26595804
1210,46080,46080,0.24742925
1211,36864,21504,0.24141346
1212,56320,47104,0.2643543
1213,28672,38912,0.2418112
1214,29696,18432,0.2827882
1215,52224,40960,0.22446707
1216,56320,30720,0.23717347
1217,58368,55296,0.250823
1218,15360,25600,0.3018315
1219,32768,55296,0.21673632
1220,63488,58368,0.25644553
1221,35840,29696,0.13503207
1222,44032,25600,0.27046597
1223,73728,31744,0.27905017
1224,46080,32768,0.114033185
1225,56320,33792,0.24065612
1226,83968,37888,0.28337333
1227,80896,34816,0.25259396
1228,57344,60416,0.32325897
1229,28672,52224,0.19948703
1230,55296,16384,0.2718833
1231,15360,28672,0.27902648
1232,77824,27648,0.29160553
1233,70656,58368,0.23854862
1234,81920,56320,0.27726528
1235,71680,32768,0.25241345
1236,77824,25600,0.25257477
1237,80896,54272,0.17979787
1238,37888,64512,0.2097893
1239,75776,62464,0.27664563
1240,43008,53248,0.21329482
1241,35840,45056,0.26488373
1242,33792,61440,0.28212604
1243,45056,15360,0.22438398
1244,26624,20480,0.14251344
1245,84992,58368,0.21900804
1246,37888,32768,0.14186777
1247,61440,54272,0.21327329
1248,57344,16384,0.27779457
1249,76800,49152,0.33793196
1250,15360,27648,0.2726702
1251,54272,39936,0.24579406
1252,79872,64512,0.26918966
1253,24576,21504,0.15085605
1254,76800,35840,0.27621087
1255,64512,56320,0.2204432
1256,31744,11264,0.31150067
1257,47104,13312,0.28517562
1258,60416,32768,0.23421521
1259,27648,38912,0.30518404
1260,21504,31744,0.24022427
1261,17408,18432,0.2322049
1262,67584,59392,0.33611524
1263,34816,14336,0.25230947
1264,19456,26624,0.23488657
1265,87040,36864,0.2470165
1266,74752,57344,0.095072314
1267,33792,60416,0.24458826
1268,76800,32768,0.27468213
1269,24576,13312,0.2776364
1270,25600,44032,0.21800211
1271,58368,62464,0.314119
1272,87040,50176,0.2333258
1273,31744,60416,0.28597867
1274,24576,16384,0.2803347
1275,18432,44032,0.2286403
1276,54272,26624,0.25200337
1277,64512,61440,0.33975136
1278,13312,35840,0.13476706
1279,64512,51200,0.26463374
1280,72704,45056,0.26676986
1281,76800,51200,0.18017879
1282,37888,31744,0.13092338
1283,73728,39936,0.2672356
1284,51200,53248,0.27808213
1285,82944,46080,0.16627316
1286,77824,57344,0.30151656
1287,71680,56320,0.2270077
1288,79872,50176,0.0
1289,36864,14336,0.25574768
1290,20480,21504,0.2810983
1291,52224,63488,0.2353621
1292,17408,33792,0.27300486
1293,36864,53248,0.23051088
1294,25600,29696,0.1976038
1295,66560,60416,0.3143607
1296,73728,36864,0.21589144
1297,50176,22528,0.23922458
1298,13312,38912,0.22185853
1299,19456,18432,0.32172328
1300,84992,35840,0.23013222
1301,37888,40960,0.21687758
1302,73728,50176,0.25433925
1303,23552,39936,0.2357012
1304,43008,62464,0.30290103
1305,45056,37888,0.14763145
1306,62464,49152,0.26856244
1307,55296,22528,0.2027769
1308,40960,66560,0.26147994
1309,58368,50176,0.27062765
1310,21504,45056,0.1727027
1311,52224,48128,0.21922214
1312,36864,17408,0.26758492
1313,53248,63488,0.24083884
1314,34816,15360,0.25402337
1315,74752,34816,0.2294529
1316,31744,46080,0.24220955
1317,28672,39936,0.21637611
1318,30720,22528,0.11866412
1319,57344,44032,0.24953802
1320,59392,23552,0.23623882
1321,34816,36864,0.19640376
1322,39936,32768,0.20051165
1323,39936,41984,0.21288358
1324,9216,34816,0.1719217
1325,23552,32768,0.21287702
1326,26624,56320,0.25792128
1327,26624,47104,0.18401511
1328,53248,21504,0.25304887
1329,43008,35840,0.24695778
1330,49152,49152,0.3198896
1331,65536,58368,0.33097112
1332,34816,55296,0.21903777
1333,84992,29696,0.21709351
1334,87040,41984,0.22906108
1335,43008,20480,0.23998228
1336,30720,31744,0.20747423
1337,27648,39936,0.2179807
1338,28672,12288,0.26834318
1339,30720,45056,0.24949658
1340,37888,48128,0.22807299
1341,45056,16384,0.23208094
1342,47104,49152,0.21622097
1343,57344,55296,0.35615388
1344,54272,61440,0.34801915
1345,45056,52224,0.23546939
1346,32768,37888,0.23208188
1347,59392,47104,0.24789988
1348,25600,20480,0.15478484
1349,52224,62464,0.24458392
1350,27648,51200,0.19365835
1351,49152,33792,0.24631396
1352,73728,56320,0.10029208
1353,35840,27648,0.11500781
1354,79872,55296,0.14880872
1355,41984,47104,0.26965702
1356,22528,54272,0.22316904
1357,48128,24576,0.2810571
1358,33792,24576,0.089081675
1359,24576,14336,0.26654053
1360,38912,45056,0.26272115
1361,53248,57344,0.24063504
1362,82944,40960,0.17254224
1363,34816,51200,0.19573091
1364,91136,51200,0.25659582
1365,51200,38912,0.23349614
1366,46080,28672,0.15934384
1367,26624,30720,0.24095678
1368,73728,43008,0.28175512
1369,22528,51200,0.22613838
1370,89088,40960,0.2230529
1371,78848,34816,0.24846435
1372,48128,67584,0.22860615
1373,36864,23552,0.17635982
1374,22528,33792,0.24492227
1375,32768,52224,0.19944699
1376,44032,67584,0.25664744
1377,36864,65536,0.21117342
1378,79872,61440,0.2668768
1379,51200,61440,0.19515805
1380,46080,60416,0.30325267
1381,40960,37888,0.2552844
1382,53248,36864,0.22198541
1383,81920,32768,0.23845129
1384,82944,54272,0.27227882
1385,47104,58368,0.25117585
1386,25600,26624,0.14324965
1387,72704,33792,0.23922145
1388,58368,31744,0.2543342
1389,53248,54272,0.17658
1390,83968,57344,0.23343901
1391,70656,59392,0.26865214
1392,66560,48128,0.27646333
1393,12288,35840,0.17203836
1394,35840,21504,0.20804358
1395,47104,19456,0.2531868
1396,21504,28672,0.18430033
1397,32768,34816,0.20305903
1398,31744,29696,0.16299546
1399,55296,27648,0.24196704
1400,35840,59392,0.2554992
1401,84992,61440,0.26405331
1402,26624,4096,0.22681211
1403,76800,44032,0.2175831
1404,23552,23552,0.14860874
1405,22528,36864,0.29606667
1406,62464,32768,0.1947413
1407,83968,36864,0.26537773
1408,22528,30720,0.22456029
1409,22528,48128,0.2292246
1410,63488,55296,0.20449148
1411,44032,63488,0.29212525
1412,79872,49152,0.028431222
1413,43008,32768,0.19103748
1414,29696,49152,0.22822742
1415,77824,61440,0.2792156
1416,49152,14336,0.24874893
1417,50176,57344,0.25802833
1418,32768,49152,0.19680193
1419,91136,37888,0.23837368
1420,70656,56320,0.29508916
1421,47104,29696,0.2048658
1422,41984,13312,0.25088665
1423,79872,44032,0.22804978
1424,58368,26624,0.25751996
1425,75776,47104,0.22596236
1426,34816,43008,0.25447947
1427,47104,67584,0.20665811
1428,53248,39936,0.23886739
1429,5120,25600,0.26552048
1430,55296,45056,0.25663817
1431,39936,64512,0.21029074
1432,47104,18432,0.2611011
1433,90112,34816,0.25979277
1434,43008,38912,0.34848827
1435,53248,33792,0.21692629
1436,28672,30720,0.29276213
1437,4096,25600,0.26552054
1438,26624,17408,0.30747426
1439,22528,49152,0.21268371
1440,20480,30720,0.24970646
1441,31744,12288,0.2836224
1442,73728,35840,0.2008616
1443,32768,50176,0.20442377
1444,56320,51200,0.22528164
1445,29696,55296,0.21747796
1446,36864,19456,0.26680005
1447,55296,57344,0.24618812
1448,79872,25600,0.29321635
1449,78848,57344,0.28574988
1450,83968,59392,0.25466526
1451,24576,54272,0.22551647
1452,17408,17408,0.2476698
1453,81920,50176,0.062764145
1454,45056,12288,0.3037969
1455,51200,47104,0.24415885
1456,45056,64512,0.23268512
1457,45056,58368,0.3029726
1458,48128,22528,0.2883841
1459,40960,46080,0.23919943
1460,34816,63488,0.23504935
1461,77824,46080,0.3082695
1462,56320,60416,0.3492463
1463,74752,28672,0.2914653
1464,46080,67584,0.21671759
1465,56320,29696,0.24050966
1466,17408,22528,0.3090535
1467,60416,52224,0.2479482
1468,34816,57344,0.26319778
1469,28672,47104,0.21658997
1470,74752,51200,0.24829672
1471,83968,28672,0.2231338
1472,45056,39936,0.06491041
1473,71680,49152,0.24014476
1474,47104,50176,0.21862145
1475,79872,46080,0.10322583
1476,37888,24576,0.22922091
1477,90112,32768,0.25231767
1478,56320,61440,0.3427963
1479,71680,53248,0.24738823
1480,18432,43008,0.21177343
1481,34816,18432,0.2723951
1482,13312,37888,0.22971027
1483,81920,63488,0.306706
1484,80896,39936,0.24558
1485,19456,33792,0.27809903
1486,50176,33792,0.24860409
1487,3072,28672,0.20819703
1488,49152,40960,0.10907388
1489,34816,38912,0.20927088
1490,65536,60416,0.30865857
1491,45056,56320,0.27022085
1492,46080,59392,0.28868976
1493,77824,38912,0.22910495
1494,24576,37888,0.26066095
1495,82944,34816,0.23934273
1496,55296,17408,0.2766622
1497,24576,17408,0.29368797
1498,78848,28672,0.28439426
1499,45056,19456,0.24515603
1500,83968,58368,0.2354201
1501,54272,31744,0.23769668
1502,61440,60416,0.2621892
1503,78848,43008,0.3197145
1504,31744,34816,0.19963893
1505,65536,57344,0.2931238
1506,59392,33792,0.221323
1507,57344,29696,0.23750602
1508,57344,30720,0.2416499
1509,34816,48128,0.22514461
1510,86016,45056,0.2899588
1511,39936,62464,0.24133499
1512,89088,43008,0.24361816
1513,55296,33792,0.22651139
1514,89088,44032,0.26390964
1515,20480,35840,0.27678683
1516,28672,35840,0.21184842
1517,14336,37888,0.2140359
1518,16384,30720,0.30351764
1519,49152,37888,0.16684566
1520,20480,50176,0.21794517
1521,73728,57344,0.1365618
1522,45056,32768,0.1447322
1523,61440,28672,0.23141642
1524,72704,38912,0.27443635
1525,29696,17408,0.2887622
1526,91136,44032,0.2506848
1527,23552,48128,0.24980941
1528,71680,52224,0.24326344
1529,33792,49152,0.1833238
1530,21504,12288,0.27841446
1531,67584,57344,0.29041153
1532,25600,39936,0.29666632
1533,87040,52224,0.27761683
1534,80896,48128,0.033715155
1535,81920,36864,0.20255108
1536,84992,33792,0.26195237
1537,44032,50176,0.22989522
1538,26624,55296,0.23946202
1539,92160,37888,0.22800408
1540,63488,56320,0.20171264
1541,48128,49152,0.27335975
1542,32768,36864,0.22909378
1543,47104,55296,0.19069932
1544,38912,52224,0.22290102
1545,75776,43008,0.22405277
1546,60416,28672,0.21975946
1547,37888,60416,0.22443369
1548,31744,20480,0.20827284
1549,22528,52224,0.22627859
1550,30720,36864,0.22157632
1551,14336,28672,0.2585846
1552,17408,28672,0.29992193
1553,80896,31744,0.2520298
1554,22528,29696,0.20926781
1555,43008,37888,0.2899231
1556,53248,55296,0.24201861
1557,41984,21504,0.23117621
1558,50176,19456,0.2240612
1559,57344,17408,0.29448602
1560,43008,54272,0.23568152
1561,59392,59392,0.29265755
1562,73728,52224,0.24200264
1563,73728,45056,0.27413327
1564,45056,49152,0.22739573
1565,55296,60416,0.36382097
1566,55296,50176,0.24247515
1567,17408,44032,0.20457707
1568,75776,60416,0.2949136
1569,75776,44032,0.20727757
1570,88064,39936,0.22581533
1571,10240,34816,0.19736986
1572,79872,31744,0.2557744
1573,77824,36864,0.2796331
1574,52224,17408,0.23776285
1575,21504,14336,0.2624193
1576,87040,45056,0.26323175
1577,87040,33792,0.25692233
1578,39936,53248,0.22836493
1579,36864,52224,0.21249095
1580,27648,47104,0.2089351
1581,51200,15360,0.2787403
1582,19456,31744,0.27814746
1583,31744,45056,0.27244696
1584,80896,29696,0.28069398
1585,20480,19456,0.32965377
1586,36864,37888,0.18988094
1587,36864,32768,0.15882792
1588,69632,60416,0.29088852
1589,48128,43008,0.13880742
1590,6144,30720,0.2680187
1591,36864,51200,0.21783224
1592,55296,56320,0.14840448
1593,90112,46080,0.25997087
1594,68608,46080,0.26122496
1595,47104,12288,0.2880289
1596,49152,38912,0.17857888
1597,84992,51200,0.26658607
1598,81920,45056,0.12699
1599,37888,12288,0.25836024
1600,30720,53248,0.20613697
1601,41984,46080,0.22904818
1602,47104,15360,0.26833746
1603,32768,40960,0.25768465
1604,39936,35840,0.33972526
1605,41984,16384,0.24120188
1606,28672,36864,0.23513365
1607,57344,34816,0.22160733
1608,36864,15360,0.26817653
1609,32768,53248,0.19150127
1610,30720,13312,0.24760146
1611,40960,14336,0.23278545
1612,45056,59392,0.29834047
1613,40960,54272,0.22961421
1614,82944,50176,0.2710137
1615,83968,61440,0.28242955
1616,86016,59392,0.21726394
1617,51200,55296,0.24338213
1618,47104,52224,0.24535532
1619,83968,46080,0.3202737
1620,80896,43008,0.16132149
1621,26624,53248,0.21993326
1622,19456,23552,0.2957744
1623,39936,33792,0.17541361
1624,72704,50176,0.23393133
1625,27648,52224,0.1972049
1626,55296,58368,0.2917368
1627,52224,14336,0.28417572
1628,59392,56320,0.26553196
1629,52224,36864,0.20824134
1630,69632,58368,0.3356904
1631,26624,41984,0.26126453
1632,52224,47104,0.31128725
1633,89088,32768,0.25931534
1634,23552,41984,0.2545093
1635,72704,49152,0.24555905
1636,47104,57344,0.21695216
1637,13312,40960,0.1746542
1638,45056,57344,0.27879927
1639,79872,35840,0.27025637
1640,60416,27648,0.21851277
1641,86016,40960,0.23308425
1642,31744,15360,0.2648265
1643,24576,55296,0.24227905
1644,61440,56320,0.18851544
1645,88064,43008,0.24807294
1646,20480,12288,0.25893047
1647,45056,55296,0.25548205
1648,22528,35840,0.29696885
1649,45056,63488,0.2634653
1650,50176,66560,0.2441637
1651,53248,38912,0.25097945
1652,23552,24576,0.15757647
1653,62464,22528,0.24696656
1654,33792,25600,0.07775358
1655,12288,28672,0.25666726
1656,44032,30720,0.21465115
1657,62464,21504,0.2488151
1658,79872,27648,0.319354
1659,38912,23552,0.18857227
1660,82944,39936,0.1889256
1661,41984,32768,0.1617189
1662,34816,56320,0.25152117
1663,21504,33792,0.26644772
1664,81920,58368,0.23086312
1665,81920,52224,0.21546887
1666,65536,59392,0.22308254
1667,36864,34816,0.20263274
1668,59392,25600,0.24280949
1669,80896,59392,0.25631922
1670,41984,35840,0.12613824
1671,75776,58368,0.22152007
1672,34816,54272,0.22136772
1673,79872,58368,0.25388148
1674,38912,54272,0.22659042
1675,52224,33792,0.24259336
1676,74752,53248,0.32798675
1677,52224,57344,0.24417627
1678,55296,37888,0.23370774
1679,44032,21504,0.2317683
1680,46080,50176,0.2282102
1681,71680,43008,0.2559648
1682,65536,50176,0.27094898
1683,32768,56320,0.23268516
1684,22528,50176,0.2202692
1685,82944,60416,0.27458605
1686,44032,26624,0.32153943
1687,23552,11264,0.2705606
1688,63488,59392,0.14752655
1689,18432,19456,0.30036747
1690,53248,40960,0.23239365
1691,18432,21504,0.30824468
1692,33792,20480,0.1870757
1693,25600,48128,0.21410862
1694,48128,63488,0.25208402
1695,45056,48128,0.2401723
1696,62464,58368,0.19786862
1697,31744,55296,0.23954491
1698,62464,20480,0.26550195
1699,24576,49152,0.2500425
1700,36864,33792,0.17386064
1701,19456,17408,0.30805337
1702,71680,44032,0.2449354
1703,48128,40960,0.07254534
1704,49152,61440,0.24171011
1705,50176,30720,0.26056534
1706,43008,57344,0.26973525
1707,81920,59392,0.25002265
1708,53248,58368,0.28427145
1709,34816,50176,0.19653702
1710,19456,19456,0.32587272
1711,79872,32768,0.25373462
1712,37888,41984,0.20594886
1713,88064,37888,0.23887868
1714,54272,27648,0.24965023
1715,49152,22528,0.26006967
1716,45056,36864,0.24123922
1717,74752,41984,0.25299394
1718,88064,50176,0.2509402
1719,90112,47104,0.24125056
1720,30720,60416,0.2766029
1721,77824,37888,0.2628216
1722,59392,54272,0.19924457
1723,39936,20480,0.24252735
1724,16384,32768,0.26996833
1725,81920,51200,0.16170774
1726,88064,36864,0.2532731
1727,48128,20480,0.26300365
1728,29696,40960,0.21653917
1729,21504,30720,0.24940002
1730,19456,49152,0.18162565
1731,26624,13312,0.26696226
1732,51200,20480,0.24059598
1733,38912,21504,0.23547308
1734,45056,34816,0.27649844
1735,49152,43008,0.13577205
1736,53248,14336,0.2823901
1737,67584,60416,0.31175235
1738,8192,35840,0.1777785
1739,43008,56320,0.25552544
1740,52224,21504,0.2634184
1741,5120,29696,0.26283893
1742,72704,32768,0.25724876
1743,72704,59392,0.29842165
1744,41984,56320,0.24443364
1745,27648,58368,0.25934845
1746,22528,11264,0.2560985
1747,60416,51200,0.27827287
1748,70656,52224,0.23125184
1749,34816,47104,0.23366784
1750,50176,31744,0.24814296
1751,79872,56320,0.24149573
1752,43008,13312,0.26373795
1753,27648,49152,0.19870967
1754,24576,53248,0.22056971
1755,84992,36864,0.23741065
1756,69632,39936,0.27806085
1757,74752,35840,0.21672204
1758,34816,33792,0.18758595
1759,75776,37888,0.2644473
1760,82944,36864,0.25476408
1761,68608,56320,0.23521681
1762,32768,12288,0.2876476
1763,75776,39936,0.2601077
1764,35840,40960,0.24439071
1765,45056,26624,0.23252268
1766,84992,62464,0.27751923
1767,78848,37888,0.26280913
1768,76800,31744,0.2835519
1769,48128,60416,0.27617446
1770,24576,24576,0.15517877
1771,55296,35840,0.21662031
1772,48128,44032,0.13640243
1773,51200,21504,0.24573295
1774,60416,25600,0.20543681
1775,54272,33792,0.21046424
1776,48128,56320,0.21111774
1777,63488,62464,0.35492262
1778,33792,11264,0.2880721
1779,33792,50176,0.1931294
1780,46080,15360,0.24207774
1781,25600,11264,0.28317723
1782,54272,38912,0.2309149
1783,65536,47104,0.2383083
1784,46080,41984,0.11598735
1785,56320,16384,0.27033064
1786,24576,30720,0.2126396
1787,75776,48128,0.23366511
1788,34816,44032,0.2530452
1789,47104,33792,0.24470139
1790,73728,49152,0.24903281
1791,40960,20480,0.25029287
1792,34816,25600,0.069359116
1793,49152,41984,0.11538996
1794,23552,49152,0.20707016
1795,57344,49152,0.24807897
1796,40960,33792,0.19226457
1797,51200,34816,0.23562284
1798,34816,31744,0.13793974
1799,44032,32768,0.21133678
1800,83968,50176,0.2785111
1801,28672,21504,0.18457733
1802,47104,22528,0.29808643
1803,80896,27648,0.30339822
1804,30720,32768,0.20804225
1805,80896,44032,0.12952715
1806,62464,51200,0.25865093
1807,60416,54272,0.22259207
1808,48128,41984,0.04187642
1809,33792,13312,0.2624534
1810,67584,50176,0.21841823
1811,73728,32768,0.2645226
1812,35840,61440,0.2193704
1813,17408,27648,0.28915384
1814,39936,25600,0.11075636
1815,80896,56320,0.296275
1816,88064,33792,0.25748622
1817,39936,30720,0.12792031
1818,59392,22528,0.23659006
1819,44032,37888,0.18581657
1820,26624,50176,0.2074898
1821,43008,47104,0.25914156
1822,47104,32768,0.12965006
1823,88064,31744,0.26731881
1824,25600,13312,0.27069825
1825,82944,43008,0.118722275
1826,24576,34816,0.24482048
1827,31744,31744,0.20999472
1828,21504,19456,0.32389042
1829,34816,35840,0.21657708
1830,67584,58368,0.3402439
1831,53248,48128,0.30305293
1832,44032,52224,0.23232941
1833,37888,29696,0.1589673
1834,27648,54272,0.20531037
1835,72704,35840,0.2164249
1836,49152,23552,0.27302393
1837,50176,62464,0.21067369
1838,40960,32768,0.21071258
1839,88064,59392,0.2321528
1840,81920,37888,0.21133788
1841,57344,20480,0.26658103
1842,29696,20480,0.27419537
1843,72704,43008,0.28656068
1844,26624,54272,0.25043857
1845,40960,49152,0.2450156
1846,22528,45056,0.2768551
1847,50176,56320,0.23815727
1848,75776,29696,0.2733831
1849,51200,50176,0.06553148
1850,26624,28672,0.14409655
1851,32768,46080,0.23975329
1852,41984,20480,0.24943839
1853,44032,14336,0.22188282
1854,45056,45056,0.24417627
1855,33792,51200,0.19148223
1856,63488,49152,0.25713858
1857,52224,43008,0.21288946
1858,29696,54272,0.21601503
1859,24576,29696,0.20492633
1860,39936,19456,0.23923622
1861,71680,36864,0.25517616
1862,55296,46080,0.24775076
1863,57344,62464,0.33058587
1864,51200,33792,0.23010607
1865,54272,15360,0.27532348
1866,23552,35840,0.29168612
1867,30720,57344,0.22211857
1868,46080,62464,0.2645955
1869,30720,48128,0.21810797
1870,35840,49152,0.20629287
1871,29696,31744,0.2081619
1872,77824,26624,0.26559004
1873,48128,18432,0.24032629
1874,36864,13312,0.27723315
1875,9216,32768,0.19930789
1876,84992,52224,0.27369812
1877,22528,24576,0.17769425
1878,82944,61440,0.27393058
1879,57344,47104,0.2703851
1880,61440,57344,0.27284276
1881,90112,40960,0.23020907
1882,53248,27648,0.25356278
1883,86016,52224,0.2762601
1884,28672,45056,0.23078759
1885,87040,34816,0.26525703
1886,38912,37888,0.2486534
1887,48128,45056,0.22610524
1888,39936,65536,0.2167372
1889,88064,54272,0.21460794
1890,43008,26624,0.16951285
1891,27648,43008,0.2574912
1892,57344,43008,0.23661211
1893,44032,54272,0.23341183
1894,69632,53248,0.2256919
1895,87040,53248,0.23476668
1896,59392,31744,0.25210747
1897,29696,11264,0.2798335
1898,63488,28672,0.2712793
1899,83968,43008,0.22941057
1900,15360,23552,0.30910003
1901,23552,26624,0.12946664
1902,36864,61440,0.20933175
1903,29696,60416,0.27055982
1904,32768,26624,0.09067464
1905,32768,25600,0.08555337
1906,91136,52224,0.2735566
1907,71680,51200,0.22707203
1908,49152,47104,0.1404277
1909,71680,58368,0.22398679
1910,22528,19456,0.32135507
1911,60416,33792,0.22842284
1912,19456,16384,0.3024815
1913,38912,43008,0.21334116
1914,50176,54272,0.24203861
1915,36864,22528,0.20896438
1916,60416,53248,0.22768274
1917,89088,50176,0.24060045
1918,51200,56320,0.2439831
1919,36864,45056,0.2779748
1920,58368,54272,0.20984896
1921,57344,24576,0.2693076
1922,48128,64512,0.23741053
1923,54272,23552,0.23402034
1924,23552,40960,0.2519963
1925,27648,44032,0.22792299
1926,6144,33792,0.14923814
1927,82944,52224,0.32608065
1928,79872,53248,0.08514773
1929,44032,22528,0.21746564
1930,80896,55296,0.27135882
1931,27648,59392,0.2700723
