,x,y,cam
108,80896,38912,0.2596171
109,50176,58368,0.7151536
110,89088,55296,0.18735424
111,48128,51200,0.7692415
112,28672,5120,0.44473913
113,67584,46080,0.7307219
114,79872,54272,0.16718753
115,33792,58368,0.6921844
116,51200,31744,0.62620735
117,45056,25600,0.106964655
118,43008,64512,0.7647084
119,48128,28672,0.13374323
120,49152,25600,0.15424488
121,25600,15360,0.69429743
122,47104,44032,0.16233346
123,44032,46080,0.79474354
124,55296,26624,0.7047391
125,31744,13312,0.6389842
126,20480,23552,0.2773426
127,46080,34816,0.13416806
128,24576,36864,0.5293693
129,68608,44032,0.6973043
130,72704,44032,0.6783416
131,60416,49152,0.4328416
132,55296,41984,0.70302033
133,12288,37888,0.14666848
134,30720,24576,0.13132575
135,74752,50176,0.66780084
136,80896,46080,0.3277581
137,51200,26624,0.53329444
138,74752,49152,0.66449046
139,83968,45056,0.13752212
140,40960,52224,0.26267734
141,40960,25600,0.19687754
142,64512,48128,0.70343155
143,30720,51200,0.55304736
144,40960,29696,0.19335686
145,24576,23552,0.15021883
146,61440,27648,0.68460625
147,37888,36864,0.43490127
148,27648,26624,0.20731746
149,47104,60416,0.78906906
150,39936,52224,0.48392528
151,45056,40960,0.1689576
152,84992,59392,0.29676905
153,43008,63488,0.77314717
154,54272,28672,0.6864972
155,52224,64512,0.73356247
156,84992,38912,0.6231615
157,54272,46080,0.66516536
158,81920,29696,0.7574797
159,39936,47104,0.7530348
160,41984,14336,0.75076395
161,88064,48128,0.4962731
162,36864,55296,0.45292774
163,40960,30720,0.14751177
164,55296,38912,0.71584296
165,70656,50176,0.7734524
166,19456,28672,0.14895922
167,19456,47104,0.099917375
168,52224,15360,0.7509852
169,54272,47104,0.67800415
170,48128,14336,0.770109
171,82944,38912,0.265211
172,34816,24576,0.25684604
173,24576,35840,0.61428607
174,4096,26624,0.3726772
175,23552,44032,0.6930052
176,20480,36864,0.14600626
177,26624,31744,0.31199563
178,45056,17408,0.52615047
179,47104,62464,0.80752206
180,62464,24576,0.7503467
181,37888,43008,0.8207967
182,47104,20480,0.50931704
183,20480,27648,0.10042021
184,70656,41984,0.74411434
185,18432,45056,0.1548143
186,30720,28672,0.1426327
187,32768,62464,0.5916696
188,71680,41984,0.7585786
189,51200,60416,0.68991953
190,37888,56320,0.69104046
191,24576,15360,0.6934716
192,87040,38912,0.5632524
193,33792,54272,0.515251
194,83968,48128,0.17202422
195,55296,18432,0.7576603
196,62464,54272,0.7738493
197,83968,54272,0.6467048
198,7168,33792,0.10914855
199,83968,62464,0.6278405
200,52224,53248,0.25724962
201,77824,58368,0.8207314
202,62464,31744,0.6409964
203,36864,27648,0.17059161
204,55296,39936,0.7010692
205,19456,29696,0.2929838
206,36864,12288,0.6855661
207,45056,38912,0.24678513
208,33792,45056,0.48477662
209,44032,29696,0.18814792
210,35840,51200,0.4074015
211,33792,33792,0.23770022
212,73728,47104,0.734089
213,52224,35840,0.45981222
214,28672,23552,0.16444017
215,54272,35840,0.6269196
216,76800,45056,0.46172944
217,35840,33792,0.17296161
218,50176,44032,0.1823679
219,53248,64512,0.82256126
220,19456,15360,0.47221345
221,47104,23552,0.3049441
222,29696,14336,0.56618714
223,39936,39936,0.5738246
224,89088,33792,0.68732816
225,44032,34816,0.1267481
226,44032,55296,0.41458446
227,84992,49152,0.5474619
228,38912,47104,0.5026403
229,54272,56320,0.18961401
230,82944,45056,0.1375255
231,49152,51200,0.5874172
232,80896,41984,0.12161463
233,17408,32768,0.3855448
234,73728,26624,0.73245424
235,35840,28672,0.18371782
236,70656,40960,0.6983846
237,86016,34816,0.79494876
238,89088,36864,0.82550955
239,27648,12288,0.6302775
240,77824,49152,0.13154706
241,69632,37888,0.4948833
242,32768,59392,0.3075117
243,25600,46080,0.5787495
244,39936,44032,0.87149036
245,28672,60416,0.69770026
246,51200,32768,0.6346826
247,27648,37888,0.6074643
248,54272,52224,0.13636382
249,67584,43008,0.4881769
250,69632,43008,0.7550028
251,91136,48128,0.54355633
252,50176,35840,0.3324481
253,74752,58368,0.062381744
254,78848,38912,0.5400085
255,46080,24576,0.14453547
256,86016,50176,0.65907717
257,27648,17408,0.70404375
258,30720,58368,0.45456597
259,89088,46080,0.47597748
260,79872,30720,0.7395159
261,15360,24576,0.55481195
262,45056,24576,0.073354594
263,40960,59392,0.9175381
264,44032,51200,0.59333247
265,55296,25600,0.6941635
266,61440,33792,0.6733837
267,73728,28672,0.74219286
268,87040,59392,0.21689415
269,33792,35840,0.51532817
270,83968,27648,0.5233837
271,30720,55296,0.63619274
272,76800,27648,0.80628324
273,23552,43008,0.6592213
274,76800,37888,0.52335393
275,35840,47104,0.3341779
276,74752,37888,0.5706168
277,12288,39936,0.17848048
278,81920,60416,0.6698817
279,71680,59392,0.559167
280,40960,56320,0.7364718
281,27648,41984,0.42608175
282,83968,29696,0.7142233
283,34816,37888,0.5710857
284,51200,57344,0.62223303
285,25600,27648,0.14485516
286,33792,21504,0.15665136
287,83968,63488,0.65218925
288,39936,66560,0.63351154
289,61440,58368,0.14062941
290,90112,45056,0.48768085
291,23552,34816,0.6162991
292,36864,49152,0.50478816
293,40960,17408,0.66629404
294,37888,62464,0.7704566
295,15360,40960,0.21288677
296,46080,52224,0.83780396
297,66560,52224,0.8985229
298,17408,41984,0.20974681
299,70656,37888,0.51514924
300,82944,32768,0.7076382
301,59392,60416,0.45804682
302,77824,32768,0.42316228
303,50176,48128,0.28709906
304,28672,33792,0.4682815
305,70656,44032,0.8109732
306,17408,31744,0.26782015
307,67584,49152,0.80180526
308,25600,41984,0.5267025
309,76800,58368,0.57996714
310,79872,59392,0.6519459
311,51200,18432,0.6969668
312,91136,39936,0.71243
313,78848,58368,0.82031
314,43008,60416,0.84878653
315,49152,44032,0.22356835
316,56320,25600,0.7602067
317,54272,51200,0.2529709
318,50176,59392,0.606892
319,35840,23552,0.16148339
320,84992,48128,0.47506848
321,29696,46080,0.60930437
322,26624,5120,0.451599
323,37888,34816,0.16757207
324,37888,22528,0.12930763
325,58368,56320,0.4568902
326,31744,39936,0.62692726
327,32768,22528,0.18814962
328,72704,55296,0.1743336
329,48128,48128,0.22533378
330,43008,23552,0.1403356
331,36864,50176,0.54300934
332,44032,36864,0.12392274
333,20480,52224,0.2638916
334,27648,20480,0.122584686
335,74752,47104,0.60040176
336,54272,37888,0.695499
337,48128,21504,0.5434333
338,38912,17408,0.58791155
339,30720,2048,0.58569074
340,20480,29696,0.27552545
341,27648,46080,0.39043152
342,16384,24576,0.61047965
343,37888,23552,0.1695711
344,75776,25600,0.754121
345,36864,58368,0.860618
346,36864,38912,0.46678063
347,27648,5120,0.47759452
348,41984,31744,0.11013428
349,88064,47104,0.5331452
350,27648,21504,0.16588508
351,29696,27648,0.27939713
352,25600,35840,0.6712783
353,24576,31744,0.3724364
354,49152,35840,0.1870244
355,50176,29696,0.53284585
356,89088,35840,0.77882165
357,76800,41984,0.60819614
358,36864,26624,0.16344978
359,86016,58368,0.21444274
360,38912,30720,0.16399628
361,58368,20480,0.78248644
362,27648,48128,0.4783144
363,74752,39936,0.6505612
364,86016,43008,0.32461983
365,33792,28672,0.27874425
366,29696,16384,0.61220604
367,32768,47104,0.71156085
368,49152,13312,0.67415196
369,62464,30720,0.5840525
370,10240,28672,0.37513712
371,47104,51200,0.6673243
372,81920,35840,0.24744652
373,68608,50176,0.88514316
374,44032,31744,0.16202185
375,48128,50176,0.67308354
376,56320,49152,0.7210807
377,75776,27648,0.6994996
378,34816,23552,0.19380796
379,18432,30720,0.43786144
380,43008,65536,0.64329344
381,35840,36864,0.5051274
382,74752,60416,0.6454455
383,31744,30720,0.14217564
384,33792,30720,0.17474316
385,45056,54272,0.59798515
386,3072,27648,0.29924673
387,36864,16384,0.79459935
388,43008,48128,0.7007444
389,38912,26624,0.22785133
390,77824,64512,0.547986
391,23552,20480,0.19564632
392,59392,19456,0.86092323
393,71680,34816,0.57892925
394,34816,53248,0.3883829
395,63488,25600,0.7356552
396,22528,21504,0.05740769
397,46080,37888,0.26305044
398,57344,19456,0.7602389
399,56320,38912,0.71048135
400,66560,51200,0.85323745
401,65536,56320,0.7560161
402,48128,39936,0.26209056
403,54272,40960,0.6522113
404,53248,24576,0.6097029
405,23552,28672,0.15696426
406,37888,52224,0.5608027
407,92160,36864,0.6245242
408,46080,48128,0.70473313
409,33792,29696,0.22488181
410,21504,47104,0.10679761
411,46080,18432,0.63439256
412,20480,26624,0.1297761
413,21504,29696,0.20913205
414,40960,16384,0.7251678
415,61440,51200,0.5973602
416,43008,18432,0.6950598
417,31744,38912,0.6569191
418,55296,30720,0.6076653
419,20480,14336,0.77313787
420,29696,59392,0.5930552
421,83968,31744,0.82459974
422,88064,44032,0.5429687
423,21504,37888,0.02368951
424,32768,17408,0.74651146
425,38912,14336,0.6958433
426,59392,49152,0.48765627
427,45056,61440,0.8823084
428,33792,22528,0.16470219
429,36864,24576,0.14978638
430,27648,15360,0.6595173
431,20480,47104,0.1279878
432,44032,23552,0.147859
433,82944,44032,0.19156344
434,78848,31744,0.46286485
435,75776,41984,0.69385487
436,62464,52224,0.62214404
437,31744,62464,0.54454243
438,30720,15360,0.60856414
439,50176,26624,0.37259838
440,20480,17408,0.7754858
441,58368,32768,0.65767974
442,77824,59392,0.85732794
443,83968,40960,0.15790759
444,50176,18432,0.6583844
445,86016,31744,0.75291437
446,79872,63488,0.45866665
447,48128,16384,0.7606315
448,16384,18432,0.11700181
449,35840,17408,0.75503
450,55296,44032,0.74964464
451,59392,24576,0.805236
452,39936,45056,0.8761116
453,78848,25600,0.5612105
454,50176,32768,0.5591483
455,19456,50176,0.1651249
456,30720,18432,0.74765706
457,75776,49152,0.53097105
458,80896,33792,0.5658912
459,45056,43008,0.29180688
460,65536,52224,0.8555608
461,86016,46080,0.4227756
462,90112,48128,0.6004806
463,25600,16384,0.6895956
464,24576,18432,0.7366312
465,63488,52224,0.65998787
466,41984,36864,0.13059184
467,74752,56320,0.20422246
468,84992,57344,0.38532606
469,40960,19456,0.6236313
470,17408,19456,0.16594784
471,55296,43008,0.72207534
472,39936,36864,0.2247877
473,31744,35840,0.45367396
474,37888,61440,0.88308597
475,66560,56320,0.6874715
476,26624,22528,0.24583969
477,49152,60416,0.72487104
478,52224,30720,0.6278142
479,78848,50176,0.35042626
480,79872,26624,0.63884515
481,53248,30720,0.72274774
482,77824,39936,0.5624367
483,35840,15360,0.74017733
484,75776,45056,0.5247319
485,40960,12288,0.7474171
486,36864,35840,0.34038743
487,57344,26624,0.7100515
488,16384,22528,0.4667849
489,34816,19456,0.37864763
490,45056,50176,0.6779533
491,54272,24576,0.5404901
492,21504,34816,0.70850056
493,52224,37888,0.6580715
494,37888,30720,0.14100717
495,46080,16384,0.7090551
496,57344,56320,0.14847715
497,58368,48128,0.7038928
498,91136,41984,0.52152497
499,80896,40960,0.14667442
500,83968,53248,0.5953226
501,69632,47104,0.8473332
502,39936,22528,0.123020105
503,91136,36864,0.685924
504,67584,51200,0.8553115
505,76800,63488,0.5493401
506,22528,28672,0.13519491
507,77824,52224,0.3463502
508,35840,55296,0.5759894
509,49152,64512,0.7011837
510,88064,46080,0.5720778
511,28672,59392,0.6620577
512,81920,47104,0.29006264
513,40960,43008,0.77900654
514,38912,36864,0.34019154
515,66560,58368,0.25126144
516,48128,66560,0.6826764
517,15360,26624,0.44215205
518,64512,55296,0.75322473
519,70656,39936,0.6854492
520,46080,56320,0.7306099
521,56320,57344,0.13967209
522,44032,53248,0.38309848
523,81920,48128,0.33890095
524,54272,54272,0.12801664
525,38912,18432,0.56457436
526,22528,12288,0.6384924
527,37888,25600,0.2483674
528,87040,58368,0.1678714
529,43008,14336,0.80495363
530,63488,22528,0.6857629
531,58368,34816,0.5360087
532,53248,15360,0.8004782
533,37888,46080,0.4527005
534,14336,29696,0.17838126
535,49152,45056,0.22314776
536,76800,57344,0.36062282
537,62464,61440,0.48097613
538,26624,39936,0.53053945
539,23552,21504,0.067112856
540,61440,26624,0.67725205
541,70656,54272,0.59190625
542,71680,47104,0.8423592
543,21504,11264,0.38385233
544,29696,57344,0.52594274
545,67584,44032,0.65241826
546,57344,25600,0.76132345
547,53248,32768,0.69796234
548,46080,19456,0.62958807
549,78848,36864,0.5596223
550,71680,40960,0.7602363
551,51200,44032,0.48210898
552,37888,63488,0.55815625
553,89088,54272,0.28746113
554,19456,43008,0.12658064
555,70656,34816,0.4974458
556,47104,24576,0.1708197
557,58368,23552,0.73049545
558,50176,20480,0.6406988
559,28672,58368,0.6370288
560,22528,46080,0.3175149
561,32768,13312,0.75524706
562,76800,64512,0.39915013
563,53248,49152,0.19351627
564,87040,60416,0.20152682
565,34816,62464,0.27025545
566,32768,29696,0.16871892
567,75776,33792,0.5542167
568,14336,41984,0.12310617
569,25600,54272,0.44000167
570,33792,32768,0.18725674
571,59392,21504,0.69844395
572,51200,40960,0.5514778
573,28672,43008,0.6260844
574,46080,29696,0.15276057
575,45056,13312,0.75929177
576,18432,31744,0.3911506
577,20480,22528,0.2983937
578,34816,12288,0.6901357
579,59392,28672,0.75228006
580,72704,27648,0.66411906
581,43008,66560,0.66607696
582,74752,48128,0.5930196
583,37888,39936,0.6051622
584,39936,57344,0.792304
585,26624,14336,0.5961383
586,58368,53248,0.6449979
587,16384,25600,0.576711
588,60416,59392,0.17690712
589,30720,46080,0.69014597
590,51200,28672,0.5988348
591,39936,18432,0.6651756
592,41984,24576,0.14206372
593,19456,32768,0.5535519
594,41984,62464,0.85126936
595,84992,56320,0.4673615
596,52224,25600,0.55946547
597,28672,13312,0.7412881
598,74752,55296,0.25219417
599,31744,41984,0.26785067
600,56320,19456,0.75144994
601,30720,38912,0.63297313
602,47104,14336,0.8850227
603,64512,47104,0.77914304
604,25600,43008,0.48908675
605,40960,27648,0.23563717
606,60416,21504,0.7327612
607,39936,61440,0.8443365
608,58368,44032,0.65192384
609,10240,36864,0.070886225
610,40960,65536,0.6241027
611,36864,54272,0.44377416
612,52224,60416,0.75869983
613,28672,31744,0.2902814
614,47104,61440,0.69058686
615,15360,22528,0.4165822
616,32768,28672,0.16604492
617,31744,23552,0.12833461
618,47104,16384,0.7900951
619,40960,39936,0.5559736
620,50176,63488,0.6439023
621,49152,62464,0.76536983
622,61440,50176,0.46719444
623,62464,26624,0.64403456
624,50176,41984,0.2148964
625,30720,56320,0.57816094
626,16384,27648,0.41767776
627,39936,34816,0.18745853
628,43008,31744,0.1157231
629,87040,55296,0.37913436
630,8192,29696,0.4493901
631,50176,53248,0.42889607
632,21504,16384,0.84583145
633,51200,58368,0.7495853
634,43008,29696,0.17057084
635,47104,54272,0.82603955
636,61440,55296,0.61626774
637,40960,13312,0.74284667
638,74752,40960,0.7299765
639,11264,36864,0.028183628
640,71680,46080,0.8056575
641,78848,30720,0.66015404
642,33792,63488,0.6457093
643,55296,32768,0.6055022
644,41984,66560,0.8141971
645,75776,34816,0.5898423
646,31744,58368,0.42749953
647,29696,38912,0.51808226
648,18432,16384,0.47138923
649,87040,30720,0.61157686
650,83968,52224,0.5257036
651,67584,56320,0.5654359
652,40960,57344,0.82884204
653,41984,39936,0.27353445
654,23552,22528,0.113712616
655,81920,57344,0.5867846
656,41984,59392,0.8150374
657,79872,38912,0.46068138
658,51200,14336,0.6038911
659,64512,54272,0.77008015
660,57344,22528,0.6797577
661,22528,27648,0.1428095
662,38912,12288,0.5997539
663,78848,46080,0.15795211
664,44032,33792,0.17473298
665,19456,45056,0.12668748
666,51200,54272,0.24141933
667,84992,40960,0.3366234
668,36864,48128,0.25636864
669,82944,62464,0.62055236
670,37888,26624,0.1929524
671,28672,55296,0.53843045
672,54272,34816,0.63266104
673,40960,47104,0.78507185
674,37888,54272,0.5413847
675,49152,57344,0.8174066
676,29696,52224,0.5663092
677,51200,48128,0.24971141
678,19456,41984,0.16776624
679,82944,33792,0.6944577
680,52224,19456,0.57176834
681,44032,64512,0.7722009
682,86016,55296,0.48194447
683,81920,28672,0.72114515
684,27648,14336,0.5607501
685,41984,18432,0.77250695
686,40960,53248,0.4105211
687,20480,46080,0.12207719
688,58368,52224,0.7915586
689,27648,27648,0.20160145
690,58368,22528,0.6670097
691,20480,45056,0.105316676
692,18432,14336,0.3537587
693,49152,16384,0.7905564
694,38912,53248,0.6457534
695,59392,32768,0.63407373
696,40960,60416,0.8065097
697,47104,17408,0.6983167
698,53248,19456,0.55036616
699,43008,45056,0.8071091
700,28672,27648,0.24461947
701,84992,54272,0.60226303
702,30720,23552,0.14069767
703,26624,15360,0.7089661
704,24576,48128,0.588338
705,40960,24576,0.14025547
706,49152,29696,0.31597674
707,38912,16384,0.67909974
708,18432,28672,0.28506568
709,36864,62464,0.5677321
710,50176,64512,0.5992494
711,72704,31744,0.7764991
712,54272,60416,0.728853
713,34816,49152,0.6857841
714,69632,59392,0.51507884
715,29696,39936,0.32057598
716,82944,51200,0.19817318
717,81920,54272,0.4023155
718,35840,53248,0.34704974
719,37888,59392,0.8214479
720,31744,37888,0.6194238
721,28672,14336,0.650518
722,73728,48128,0.7129413
723,32768,44032,0.41917014
724,50176,55296,0.8215514
725,29696,15360,0.6171326
726,71680,50176,0.716456
727,37888,37888,0.4413465
728,54272,53248,0.11119973
729,51200,25600,0.58762324
730,79872,45056,0.13901578
731,86016,35840,0.7347742
732,51200,17408,0.81738883
733,63488,53248,0.7957026
734,83968,55296,0.5630565
735,74752,30720,0.66347885
736,48128,17408,0.7305777
737,22528,16384,0.87618285
738,82944,28672,0.66498226
739,49152,52224,0.63511586
740,68608,43008,0.5282992
741,65536,53248,0.8148594
742,29696,29696,0.12518704
743,50176,17408,0.7881363
744,61440,49152,0.48917323
745,79872,34816,0.49189514
746,88064,58368,0.20039566
747,9216,33792,0.07910706
748,49152,15360,0.7754078
749,56320,40960,0.71877855
750,24576,41984,0.59015185
751,72704,39936,0.82112485
752,29696,24576,0.14354126
753,27648,10240,0.6633262
754,33792,62464,0.4091542
755,30720,12288,0.76546735
756,31744,61440,0.48301885
757,29696,30720,0.15706049
758,30720,47104,0.60803413
759,34816,26624,0.23598993
760,70656,55296,0.5575745
761,34816,60416,0.44397342
762,30720,59392,0.44158903
763,29696,44032,0.7579486
764,86016,61440,0.37746304
765,56320,55296,0.12765542
766,83968,38912,0.47356677
767,44032,59392,0.7326993
768,23552,31744,0.40237316
769,79872,62464,0.5534035
770,11264,35840,0.06718832
771,46080,54272,0.82065594
772,70656,57344,0.15208729
773,21504,36864,0.30135134
774,45056,66560,0.64611375
775,76800,59392,0.7839152
776,75776,54272,0.27520066
777,56320,45056,0.74522513
778,33792,18432,0.8188337
779,81920,53248,0.27071756
780,23552,37888,0.1231952
781,46080,35840,0.18513262
782,46080,44032,0.27505144
783,80896,47104,0.3222066
784,51200,35840,0.4448197
785,20480,32768,0.71572846
786,33792,38912,0.6603398
787,34816,22528,0.14523885
788,48128,34816,0.18242003
789,55296,19456,0.6979038
790,71680,37888,0.6579409
791,19456,20480,0.28564143
792,61440,29696,0.58197
793,37888,13312,0.63420606
794,38912,33792,0.16240765
795,55296,24576,0.6525039
796,26624,52224,0.49811316
797,52224,39936,0.64220977
798,35840,34816,0.290975
799,43008,61440,0.8457925
800,75776,26624,0.78282225
801,41984,38912,0.22182158
802,35840,44032,0.660545
803,13312,36864,0.06302194
804,45056,23552,0.15310568
805,80896,26624,0.60572773
806,53248,62464,0.885947
807,88064,38912,0.5979402
808,49152,36864,0.15504366
809,79872,37888,0.3134778
810,68608,41984,0.70843697
811,30720,26624,0.21317168
812,37888,19456,0.5939057
813,23552,17408,0.828056
814,26624,48128,0.52710867
815,38912,48128,0.3302307
816,43008,50176,0.5952446
817,89088,53248,0.5930179
818,80896,45056,0.22196913
819,48128,54272,0.86381984
820,28672,34816,0.50366294
821,60416,24576,0.82001996
822,19456,30720,0.5476807
823,60416,34816,0.6046687
824,46080,45056,0.5751991
825,56320,46080,0.76849276
826,35840,31744,0.18917902
827,87040,56320,0.2756153
828,29696,53248,0.6520002
829,80896,32768,0.6628081
830,30720,11264,0.8752578
831,6144,32768,0.10914855
832,20480,25600,0.17181392
833,66560,47104,0.7781501
834,68608,52224,0.8301826
835,48128,30720,0.15321463
836,37888,47104,0.25973243
837,31744,17408,0.7524106
838,74752,36864,0.6140003
839,32768,58368,0.552748
840,73728,29696,0.7532391
841,76800,55296,0.16145286
842,39936,16384,0.70596266
843,25600,34816,0.5978817
844,73728,38912,0.6354415
845,59392,29696,0.7095368
846,80896,36864,0.23743567
847,76800,54272,0.27697206
848,56320,26624,0.76637715
849,44032,39936,0.19973087
850,66560,53248,0.7786673
851,81920,38912,0.1768359
852,46080,25600,0.077738054
853,38912,40960,0.7354873
854,18432,49152,0.07264062
855,84992,37888,0.66468805
856,88064,51200,0.6254484
857,89088,45056,0.46714696
858,66560,50176,0.82676876
859,63488,50176,0.66176087
860,18432,25600,0.52472174
861,71680,31744,0.7454948
862,75776,31744,0.52494216
863,27648,29696,0.132487
864,38912,27648,0.23063006
865,35840,24576,0.22748077
866,60416,23552,0.8005138
867,50176,65536,0.60373676
868,67584,54272,0.8661712
869,67584,61440,0.9308221
870,76800,48128,0.37873325
871,41984,12288,0.8186158
872,38912,34816,0.144237
873,25600,12288,0.64742464
874,66560,61440,0.9283808
875,88064,40960,0.52364314
876,87040,49152,0.5239365
877,91136,34816,0.59341043
878,31744,40960,0.37558314
879,35840,35840,0.45101905
880,86016,47104,0.45459735
881,74752,26624,0.54629683
882,26624,35840,0.6538199
883,25600,23552,0.15866397
884,41984,29696,0.17456043
885,39936,21504,0.197611
886,41984,61440,0.77927953
887,48128,29696,0.1380101
888,49152,30720,0.294059
889,77824,62464,0.5255696
890,28672,18432,0.65844375
891,66560,46080,0.73267895
892,46080,36864,0.23852783
893,80896,53248,0.14933188
894,78848,40960,0.4933689
895,87040,29696,0.5727757
896,58368,45056,0.6275683
897,25600,25600,0.12511708
898,22528,37888,0.13376826
899,76800,47104,0.45096052
900,57344,41984,0.6596377
901,38912,31744,0.12258935
902,41984,67584,0.8206
903,61440,25600,0.79303914
904,89088,31744,0.42714086
905,43008,15360,0.7015542
906,59392,20480,0.8054353
907,41984,41984,0.58128315
908,30720,21504,0.121272065
909,86016,33792,0.737246
910,35840,52224,0.37385926
911,47104,65536,0.7758572
912,83968,39936,0.27283236
913,12288,36864,0.041460354
914,81920,55296,0.53413475
915,27648,22528,0.26100096
916,17408,45056,0.13089457
917,35840,26624,0.21435964
918,17408,24576,0.59738815
919,20480,20480,0.31037349
920,61440,59392,0.09621778
921,53248,16384,0.90365213
922,86016,60416,0.3128741
923,86016,39936,0.5744597
924,78848,47104,0.15501483
925,25600,50176,0.5796568
926,18432,46080,0.18954025
927,76800,28672,0.73670155
928,25600,51200,0.4727943
929,90112,43008,0.5738687
930,51200,24576,0.62759036
931,80896,51200,0.32615295
932,46080,12288,0.60861075
933,29696,35840,0.5452708
934,41984,40960,0.5011615
935,75776,59392,0.36303863
936,47104,37888,0.30078152
937,88064,56320,0.15986042
938,87040,48128,0.51772356
939,52224,41984,0.62783027
940,54272,32768,0.65487814
941,27648,32768,0.32336065
942,22528,13312,0.75812155
943,43008,67584,0.6765236
944,89088,38912,0.64025104
945,74752,43008,0.7420513
946,75776,61440,0.6970465
947,77824,44032,0.4612266
948,32768,61440,0.26819578
949,41984,19456,0.7527871
950,18432,32768,0.37885028
951,76800,39936,0.6254696
952,59392,50176,0.55050945
953,40960,23552,0.13094331
954,32768,14336,0.5999414
955,84992,30720,0.7808109
956,75776,38912,0.6114777
957,58368,28672,0.8298799
958,51200,45056,0.29786202
959,59392,27648,0.7495099
960,40960,44032,0.792215
961,50176,37888,0.42769963
962,30720,43008,0.28279147
963,21504,49152,0.1721548
964,78848,29696,0.6940855
965,30720,27648,0.20730218
966,60416,20480,0.7818064
967,80896,37888,0.18480617
968,65536,45056,0.7085447
969,79872,29696,0.60326535
970,56320,31744,0.6112352
971,18432,23552,0.5524784
972,27648,34816,0.533849
973,74752,31744,0.6502899
974,35840,50176,0.5299425
975,90112,49152,0.664287
976,22528,44032,0.6426177
977,44032,41984,0.3154866
978,76800,40960,0.6191999
979,53248,47104,0.52296394
980,50176,40960,0.22392364
981,69632,38912,0.5070734
982,33792,40960,0.77738607
983,61440,30720,0.62056
984,57344,61440,0.88832206
985,32768,45056,0.47664228
986,25600,28672,0.13690226
987,46080,30720,0.17293534
988,29696,26624,0.24446176
989,89088,37888,0.7854551
990,48128,52224,0.7778491
991,29696,50176,0.5233201
992,75776,30720,0.63846105
993,4096,28672,0.3273867
994,20480,28672,0.11035475
995,22528,34816,0.7326815
996,73728,41984,0.8577884
997,46080,51200,0.72652966
998,60416,47104,0.63624537
999,75776,46080,0.55157447
1000,58368,27648,0.77140975
